3660, 0.75
3675, 0.913142
3690, 1.06066
3705, 1.19003
3720, 1.29904
3735, 1.38582
3750, 1.44889
3765, 1.48717
3780, 1.5
3795, 1.48717
3810, 1.44889
3825, 1.38582
3840, 1.29904
3855, 1.19003
3870, 1.06066
3885, 0.913142
3900, 0.75
3915, 0.574025
3930, 0.388229
3945, 0.195789
3960, -3.3084e-15
3975, -0.195789
3990, -0.388229
4005, -0.574025
4020, -0.75
4035, -0.913142
4050, -1.06066
4065, -1.19003
4080, -1.29904
4095, -1.38582
4110, -1.44889
4125, -1.48717
4140, -1.5
4155, -1.48717
4170, -1.44889
4185, -1.38582
4200, -1.29904
4215, -1.19003
4230, -1.06066
4245, -0.913142
4260, -0.75
4275, -0.574025
4290, -0.388229
4305, -0.195789
4320, -2.20436e-15
4335, 0.195789
4350, 0.388229
4365, 0.574025
4380, 0.75
4395, 0.913142
4410, 1.06066
4425, 1.19003
4440, 1.29904
4455, 1.38582
4470, 1.44889
4485, 1.48717
4500, 1.5
4515, 1.48717
4530, 1.44889
4545, 1.38582
4560, 1.29904
4575, 1.19003
4590, 1.06066
4605, 0.913142
4620, 0.75
4635, 0.574025
4650, 0.388229
4665, 0.195789
4680, -2.94101e-15
4695, -0.195789
4710, -0.388229
4725, -0.574025
4740, -0.75
4755, -0.913142
4770, -1.06066
4785, -1.19003
4800, -1.29904
4815, -1.38582
4830, -1.44889
4845, -1.48717
4860, -1.5
4875, -1.48717
4890, -1.44889
4905, -1.38582
4920, -1.29904
4935, -1.19003
4950, -1.06066
4965, -0.913142
4980, -0.75
4995, -0.574025
5010, -0.388229
5025, -0.195789
5040, -2.57176e-15
5055, 0.195789
5070, 0.388229
5085, 0.574025
5100, 0.75
5115, 0.913142
5130, 1.06066
5145, 1.19003
5160, 1.29904
5175, 1.38582
5190, 1.44889
5205, 1.48717
5220, 1.5
5235, 1.48717
5250, 1.44889
5265, 1.38582
5280, 1.29904
5295, 1.19003
5310, 1.06066
5325, 0.913142
5340, 0.75
5355, 0.574025
5370, 0.388229
5385, 0.195789
5400, 8.08453e-15
